"","Country","Year","Gdp","Gdp_units","Population","Population_units","Total_investment","
                                            Total_invest_units","Gdp_per_cap","Groups","Average_temp","Average_temp_unct","Cereal_yield","CO2_emissions","climate_zone","economic_status","development_status","co2_category","population_category"
"213","Azerbaijan",1992,1.193,"U.S. dollars  (Billions)",7459,"Persons  (Millions)","23.715","Percent of GDP",0.159941010859365,1930,10.70625,0.352833333333333,2112.7,5.98,"Temperate","Low-income","Developing","Medium emissions","Large population"
"214","Azerbaijan",1993,1.309,"U.S. dollars  (Billions)",7487,"Persons  (Millions)","22.583","Percent of GDP",0.174836383063978,1931,10.77075,0.362583333333333,1618.9,5.78,"Temperate","Low-income","Developing","Medium emissions","Large population"
"215","Azerbaijan",1994,2.258,"U.S. dollars  (Billions)",7597,"Persons  (Millions)","1.873","Percent of GDP",0.29722258786363,1932,11.4895833333333,0.301916666666667,1632.6,5.58,"Temperate","Low-income","Developing","Medium emissions","Large population"
"216","Azerbaijan",1995,2.417,"U.S. dollars  (Billions)",7644,"Persons  (Millions)","23.779","Percent of GDP",0.316195709052852,1933,12.5598333333333,0.308666666666667,1507,4.37,"Temperate","Low-income","Developing","Medium emissions","Large population"
"217","Azerbaijan",1996,3.177,"U.S. dollars  (Billions)",7726,"Persons  (Millions)","29.003","Percent of GDP",0.411208904996117,1934,12.3238333333333,0.295583333333333,1578.1,4.07,"Temperate","Low-income","Developing","Medium emissions","Large population"
"218","Azerbaijan",1997,4.317,"U.S. dollars  (Billions)",78,"Persons  (Millions)","31.428","Percent of GDP",55.3461538461538,1935,11.7528333333333,0.373416666666667,1710.1,3.82,"Temperate","Low-income","Developed","Medium emissions","Large population"
"219","Azerbaijan",1998,4.28,"U.S. dollars  (Billions)",7877,"Persons  (Millions)","34.665","Percent of GDP",0.543354068807922,1936,13.1956666666667,0.309583333333333,1558.8,3.99,"Temperate","Low-income","Developing","Medium emissions","Large population"
"220","Azerbaijan",1999,4.581,"U.S. dollars  (Billions)",7953,"Persons  (Millions)","26.495","Percent of GDP",0.576009053187476,1937,12.6925833333333,0.3585,2085.9,3.67,"Temperate","Low-income","Developing","Medium emissions","Large population"
"221","Azerbaijan",2000,5.273,"U.S. dollars  (Billions)",8033,"Persons  (Millions)","20.674","Percent of GDP",0.656417278725258,1938,12.6640833333333,0.283333333333333,2335.1,3.8,"Temperate","Low-income","Developing","Medium emissions","Large population"
"222","Azerbaijan",2001,5.475,"U.S. dollars  (Billions)",8114,"Persons  (Millions)","20.677","Percent of GDP",0.674759674636431,1939,13.0644166666667,0.383916666666667,2599.5,3.63,"Temperate","Low-income","Developing","Medium emissions","Large population"
"223","Azerbaijan",2002,6.232,"U.S. dollars  (Billions)",8191,"Persons  (Millions)","34.576","Percent of GDP",0.760835062873886,1940,12.5346666666667,0.473666666666667,2623.2,3.67,"Temperate","Low-income","Developing","Medium emissions","Large population"
"224","Azerbaijan",2003,7.276,"U.S. dollars  (Billions)",8269,"Persons  (Millions)","53.17","Percent of GDP",0.879912927802636,1941,12.0751666666667,0.333083333333333,2604.1,3.78,"Temperate","Low-income","Developing","Medium emissions","Large population"
"225","Azerbaijan",2004,8.682,"U.S. dollars  (Billions)",8349,"Persons  (Millions)","57.99","Percent of GDP",1.0398850161696,1942,12.46975,0.345916666666667,2588.7,3.88,"Temperate","Low-income","Developing","Medium emissions","Large population"
"226","Azerbaijan",2005,13.273,"U.S. dollars  (Billions)",8447,"Persons  (Millions)","41.535","Percent of GDP",1.57132709837812,1943,12.4730833333333,0.341583333333333,2593.1,4.11,"Temperate","Lower-middle-income","Developing","Medium emissions","Large population"
"227","Azerbaijan",2006,21.027,"U.S. dollars  (Billions)",8553,"Persons  (Millions)","29.859","Percent of GDP",2.45843563661873,1944,12.9351666666667,0.333,2599.3,4.63,"Temperate","Lower-middle-income","Developing","Medium emissions","Large population"
"228","Azerbaijan",2007,33.09,"U.S. dollars  (Billions)",8666,"Persons  (Millions)","21.525","Percent of GDP",3.81837064389568,1945,12.0168333333333,0.3425,2667.4,4.92,"Temperate","Lower-middle-income","Developing","Medium emissions","Large population"
"229","Azerbaijan",2008,48.979,"U.S. dollars  (Billions)",878,"Persons  (Millions)","18.694","Percent of GDP",55.7847380410023,1946,12.7595,0.307583333333333,2741.4,5.38,"Temperate","Lower-middle-income","Developing","Medium emissions","Large population"
"230","Azerbaijan",2009,44.289,"U.S. dollars  (Billions)",8922,"Persons  (Millions)","18.949","Percent of GDP",4.9640215198386,1947,12.8725,0.36225,2606.6,NA,"Temperate","Lower-middle-income","Developing","Low emissions","Large population"
"231","Azerbaijan",2010,52.913,"U.S. dollars  (Billions)",8998,"Persons  (Millions)","18.06","Percent of GDP",5.88052900644588,1948,15.4665833333333,0.376416666666667,NA,NA,"Temperate","Upper-middle-income","Developing","Low emissions","Large population"
"232","Bahrain",1990,4.965,"U.S. dollars  (Billions)",488,"Persons  (Millions)","15.424","Percent of GDP",10.1741803278689,2150,26.5393333333333,0.652666666666667,NA,24.11,"Tropical","Low-income","Developing","Very high emissions","Large population"
"233","Bahrain",1991,5.209,"U.S. dollars  (Billions)",508,"Persons  (Millions)","24.122","Percent of GDP",10.253937007874,2151,25.5110833333333,0.372166666666667,NA,22.7,"Tropical","Low-income","Developing","Very high emissions","Large population"
"234","Bahrain",1992,5.442,"U.S. dollars  (Billions)",516,"Persons  (Millions)","29.917","Percent of GDP",10.546511627907,2152,25.296,0.37925,NA,20.38,"Tropical","Low-income","Developing","Very high emissions","Large population"
"235","Bahrain",1993,5.986,"U.S. dollars  (Billions)",53,"Persons  (Millions)","22.341","Percent of GDP",112.943396226415,2153,26.4370833333333,0.388916666666667,NA,28.44,"Tropical","Low-income","Developed","Very high emissions","Large population"
"236","Bahrain",1994,6.411,"U.S. dollars  (Billions)",544,"Persons  (Millions)","24.749","Percent of GDP",11.7849264705882,2154,26.6338333333333,0.363333333333333,NA,27.97,"Tropical","Low-income","Developing","Very high emissions","Large population"
"237","Bahrain",1995,6.787,"U.S. dollars  (Billions)",559,"Persons  (Millions)","21.287","Percent of GDP",12.1413237924866,2155,26.2268333333333,0.360333333333333,NA,28.66,"Tropical","Low-income","Developing","Very high emissions","Large population"
"238","Bahrain",1996,7.057,"U.S. dollars  (Billions)",574,"Persons  (Millions)","21.883","Percent of GDP",12.294425087108,2156,26.87225,0.32975,NA,27.17,"Tropical","Low-income","Developing","Very high emissions","Large population"
"239","Bahrain",1997,7.318,"U.S. dollars  (Billions)",589,"Persons  (Millions)","23.968","Percent of GDP",12.4244482173175,2157,26.0541666666667,0.3355,NA,29.21,"Tropical","Low-income","Developing","Very high emissions","Large population"
"240","Bahrain",1998,6.996,"U.S. dollars  (Billions)",605,"Persons  (Millions)","23.927","Percent of GDP",11.5636363636364,2158,27.8244166666667,0.373833333333333,NA,30.11,"Tropical","Low-income","Developing","Very high emissions","Large population"
"241","Bahrain",1999,7.582,"U.S. dollars  (Billions)",621,"Persons  (Millions)","15.314","Percent of GDP",12.2093397745572,2159,27.6560833333333,0.3575,NA,28.75,"Tropical","Low-income","Developing","Very high emissions","Large population"
"242","Bahrain",2000,9.063,"U.S. dollars  (Billions)",638,"Persons  (Millions)","16.576","Percent of GDP",14.205329153605,2160,26.9768333333333,0.356083333333333,NA,29.21,"Tropical","Low-income","Developing","Very high emissions","Large population"
"243","Bahrain",2001,9.189,"U.S. dollars  (Billions)",661,"Persons  (Millions)","15.347","Percent of GDP",13.9016641452345,2161,27.49875,0.3735,NA,21.68,"Tropical","Low-income","Developing","Very high emissions","Large population"
"244","Bahrain",2002,9.594,"U.S. dollars  (Billions)",711,"Persons  (Millions)","23.348","Percent of GDP",13.493670886076,2162,27.2646666666667,0.308333333333333,NA,24.45,"Tropical","Low-income","Developing","Very high emissions","Large population"
"245","Bahrain",2003,11.075,"U.S. dollars  (Billions)",765,"Persons  (Millions)","23.736","Percent of GDP",14.4771241830065,2163,27.5593333333333,0.407666666666667,NA,25.45,"Tropical","Lower-middle-income","Developing","Very high emissions","Large population"
"246","Bahrain",2004,13.15,"U.S. dollars  (Billions)",824,"Persons  (Millions)","20.52","Percent of GDP",15.9587378640777,2164,26.8961666666667,0.346833333333333,NA,25.72,"Tropical","Lower-middle-income","Developing","Very high emissions","Large population"
"247","Bahrain",2005,15.969,"U.S. dollars  (Billions)",889,"Persons  (Millions)","26.736","Percent of GDP",17.962879640045,2165,27.0799166666667,0.375333333333333,NA,25.66,"Tropical","Lower-middle-income","Developing","Very high emissions","Large population"
"248","Bahrain",2006,18.505,"U.S. dollars  (Billions)",96,"Persons  (Millions)","30.387","Percent of GDP",192.760416666667,2166,27.016,0.431666666666667,NA,24.88,"Tropical","Lower-middle-income","Developed","Very high emissions","Large population"
"249","Bahrain",2007,21.73,"U.S. dollars  (Billions)",1039,"Persons  (Millions)","34.713","Percent of GDP",20.9143407122233,2167,27.2191666666667,0.377416666666667,NA,23.2,"Tropical","Lower-middle-income","Developed","Very high emissions","Large population"
"250","Bahrain",2008,25.711,"U.S. dollars  (Billions)",1107,"Persons  (Millions)","34.948","Percent of GDP",23.2258355916893,2168,27.0723333333333,0.371416666666667,NA,21.36,"Tropical","Lower-middle-income","Developed","Very high emissions","Large population"
"251","Bahrain",2009,22.938,"U.S. dollars  (Billions)",1178,"Persons  (Millions)","26.145","Percent of GDP",19.471986417657,2169,27.56625,0.42125,NA,NA,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"252","Bahrain",2010,25.713,"U.S. dollars  (Billions)",1235,"Persons  (Millions)","27.286","Percent of GDP",20.8202429149798,2170,28.6591666666667,0.387583333333333,NA,NA,"Tropical","Lower-middle-income","Developed","Low emissions","Large population"
"253","Bangladesh",1990,41.068,"U.S. dollars  (Billions)",103172,"Persons  (Millions)","17.257","Percent of GDP",0.398053735509634,2372,25.1785833333333,0.325166666666667,2490.5,0.15,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"254","Bangladesh",1991,42.488,"U.S. dollars  (Billions)",105599,"Persons  (Millions)","17.332","Percent of GDP",0.402352295002794,2373,25.135,0.192333333333333,2585.7,0.15,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"255","Bangladesh",1992,43.292,"U.S. dollars  (Billions)",107984,"Persons  (Millions)","17.673","Percent of GDP",0.400911246110535,2374,25.1085833333333,0.223333333333333,2625.6,0.16,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"256","Bangladesh",1993,43.684,"U.S. dollars  (Billions)",110351,"Persons  (Millions)","18.653","Percent of GDP",0.395864106351551,2375,25.118,0.208333333333333,2647.7,0.15,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"257","Bangladesh",1994,46.438,"U.S. dollars  (Billions)",112738,"Persons  (Millions)","19.125","Percent of GDP",0.41191080203658,2376,25.13125,0.228666666666667,2475.8,0.16,"Tropical","Lower-middle-income","Developing","Low emissions","Large population"
"258","Bangladesh",1995,51.842,"U.S. dollars  (Billions)",11517,"Persons  (Millions)","19.941","Percent of GDP",4.50134583658939,2377,25.4913333333333,0.214833333333333,2593.1,0.19,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"259","Bangladesh",1996,55.445,"U.S. dollars  (Billions)",11765,"Persons  (Millions)","21.123","Percent of GDP",4.71270718232044,2378,25.37725,0.2105,2694.1,0.2,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"260","Bangladesh",1997,57.599,"U.S. dollars  (Billions)",120161,"Persons  (Millions)","22.185","Percent of GDP",0.479348540707884,2379,24.8250833333333,0.222916666666667,2682.4,0.2,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"261","Bangladesh",1998,59.879,"U.S. dollars  (Billions)",122683,"Persons  (Millions)","22.527","Percent of GDP",0.488079032954851,2380,25.644,0.18725,2865.3,0.19,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"262","Bangladesh",1999,61.526,"U.S. dollars  (Billions)",12519,"Persons  (Millions)","23.127","Percent of GDP",4.91460979311447,2381,25.68625,0.1965,3116.4,0.2,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"263","Bangladesh",2000,63.549,"U.S. dollars  (Billions)",127658,"Persons  (Millions)","24.219","Percent of GDP",0.497806639615222,2382,25.1035,0.207666666666667,3384.3,0.22,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"264","Bangladesh",2001,64.66,"U.S. dollars  (Billions)",130089,"Persons  (Millions)","24.609","Percent of GDP",0.497044331188648,2383,25.4283333333333,0.2635,3311,0.25,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"265","Bangladesh",2002,66.227,"U.S. dollars  (Billions)",132478,"Persons  (Millions)","24.81","Percent of GDP",0.499909418922387,2384,25.26825,0.3985,3394.9,0.25,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"266","Bangladesh",2003,71.917,"U.S. dollars  (Billions)",134792,"Persons  (Millions)","25.178","Percent of GDP",0.53354056620571,2385,25.3465,0.354916666666667,3479.3,0.25,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"267","Bangladesh",2004,78.046,"U.S. dollars  (Billions)",136986,"Persons  (Millions)","25.499","Percent of GDP",0.569737053421517,2386,25.4223333333333,0.3885,3439.4,0.29,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"268","Bangladesh",2005,82.622,"U.S. dollars  (Billions)",139036,"Persons  (Millions)","26.357","Percent of GDP",0.594248971489398,2387,25.5401666666667,0.28925,3681.5,0.27,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"269","Bangladesh",2006,86.028,"U.S. dollars  (Billions)",140921,"Persons  (Millions)","26.678","Percent of GDP",0.610469695787001,2388,25.7134166666667,0.277583333333333,3761.3,0.33,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"270","Bangladesh",2007,95.374,"U.S. dollars  (Billions)",14266,"Persons  (Millions)","26.737","Percent of GDP",6.68540586008692,2389,25.3730833333333,0.292416666666667,4020.8,0.33,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"271","Bangladesh",2008,109.765,"U.S. dollars  (Billions)",144304,"Persons  (Millions)","26.791","Percent of GDP",0.760651125401929,2390,25.46975,0.262583333333333,4102.2,0.32,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"272","Bangladesh",2009,122.76,"U.S. dollars  (Billions)",145925,"Persons  (Millions)","26.805","Percent of GDP",0.841254068870995,2391,25.7365,0.25675,4140.4,NA,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"273","Bangladesh",2010,138.094,"U.S. dollars  (Billions)",147575,"Persons  (Millions)","26.828","Percent of GDP",0.935754700999492,2392,26.5706666666667,0.30325,NA,NA,"Tropical","Upper-middle-income","Developing","Low emissions","Large population"
"274","Barbados",1990,2.024,"U.S. dollars  (Billions)",26,"Persons  (Millions)","17.454","Percent of GDP",77.8461538461538,2483,26.9539166666667,0.263083333333333,2674.4,4.14,"Tropical","Low-income","Developing","Medium emissions","Medium population"
"275","Barbados",1991,2.032,"U.S. dollars  (Billions)",261,"Persons  (Millions)","15.49","Percent of GDP",7.78544061302682,2484,26.88325,0.29475,2625,4.63,"Tropical","Low-income","Developing","Medium emissions","Large population"
"276","Barbados",1992,1.957,"U.S. dollars  (Billions)",262,"Persons  (Millions)","8.482","Percent of GDP",7.46946564885496,2485,26.8943333333333,0.267666666666667,2571.4,3.75,"Tropical","Low-income","Developing","Medium emissions","Large population"
"277","Barbados",1993,2.075,"U.S. dollars  (Billions)",263,"Persons  (Millions)","10.989","Percent of GDP",7.88973384030418,2486,27.0704166666667,0.23,2666.6,4.26,"Tropical","Low-income","Developing","Medium emissions","Large population"
"278","Barbados",1994,2.163,"U.S. dollars  (Billions)",264,"Persons  (Millions)","12.633","Percent of GDP",8.19318181818182,2487,26.9785,0.260916666666667,2600,2.85,"Tropical","Low-income","Developing","Medium emissions","Large population"
"279","Barbados",1995,2.229,"U.S. dollars  (Billions)",265,"Persons  (Millions)","13.818","Percent of GDP",8.41132075471698,2488,27.3381666666667,0.248333333333333,2750,3.15,"Tropical","Low-income","Developing","Medium emissions","Large population"
"280","Barbados",1996,2.377,"U.S. dollars  (Billions)",266,"Persons  (Millions)","13.846","Percent of GDP",8.93609022556391,2489,27.0065833333333,0.23125,2666.6,3.22,"Tropical","Low-income","Developing","Medium emissions","Large population"
"281","Barbados",1997,2.513,"U.S. dollars  (Billions)",267,"Persons  (Millions)","17.549","Percent of GDP",9.41198501872659,2490,27.285,0.216833333333333,2600,3.4,"Tropical","Low-income","Developing","Medium emissions","Large population"
"282","Barbados",1998,2.833,"U.S. dollars  (Billions)",268,"Persons  (Millions)","21.045","Percent of GDP",10.5708955223881,2491,27.5763333333333,0.2145,2600,4.29,"Tropical","Low-income","Developing","Medium emissions","Large population"
"283","Barbados",1999,2.969,"U.S. dollars  (Billions)",269,"Persons  (Millions)","21.609","Percent of GDP",11.0371747211896,2492,27.1129166666667,0.216166666666667,2600,4.54,"Tropical","Low-income","Developing","Medium emissions","Large population"
"284","Barbados",2000,3.059,"U.S. dollars  (Billions)",27,"Persons  (Millions)","20.136","Percent of GDP",113.296296296296,2493,26.9153333333333,0.20875,2608.6,4.44,"Tropical","Low-income","Developed","Medium emissions","Medium population"
"285","Barbados",2001,3.055,"U.S. dollars  (Billions)",271,"Persons  (Millions)","17.435","Percent of GDP",11.2730627306273,2494,27.2754166666667,0.227416666666667,2604.1,4.55,"Tropical","Low-income","Developing","Medium emissions","Large population"
"286","Barbados",2002,3.106,"U.S. dollars  (Billions)",271,"Persons  (Millions)","19.597","Percent of GDP",11.4612546125461,2495,27.2568333333333,0.21475,2626.5,4.57,"Tropical","Low-income","Developing","Medium emissions","Large population"
"287","Barbados",2003,3.21,"U.S. dollars  (Billions)",272,"Persons  (Millions)","20.456","Percent of GDP",11.8014705882353,2496,27.4268333333333,0.25675,2630,4.71,"Tropical","Low-income","Developing","Medium emissions","Large population"
"288","Barbados",2004,3.444,"U.S. dollars  (Billions)",273,"Persons  (Millions)","21.275","Percent of GDP",12.6153846153846,2497,27.2135833333333,0.258166666666667,2659.5,4.8,"Tropical","Low-income","Developing","Medium emissions","Large population"
"289","Barbados",2005,3.82,"U.S. dollars  (Billions)",274,"Persons  (Millions)","21.13","Percent of GDP",13.9416058394161,2498,27.6804166666667,0.222416666666667,2736.8,5,"Tropical","Low-income","Developing","Medium emissions","Large population"
"290","Barbados",2006,4.217,"U.S. dollars  (Billions)",275,"Persons  (Millions)","21.271","Percent of GDP",15.3345454545455,2499,27.5185,0.2485,2700,5.06,"Tropical","Low-income","Developing","Medium emissions","Large population"
"291","Barbados",2007,4.674,"U.S. dollars  (Billions)",276,"Persons  (Millions)","18.975","Percent of GDP",16.9347826086957,2500,27.33125,0.218583333333333,2666.6,4.97,"Tropical","Low-income","Developing","Medium emissions","Large population"
"292","Barbados",2008,4.785,"U.S. dollars  (Billions)",277,"Persons  (Millions)","18.297","Percent of GDP",17.2743682310469,2501,27.0264166666667,0.21375,2484.2,4.97,"Tropical","Low-income","Developing","Medium emissions","Large population"
"293","Barbados",2009,4.466,"U.S. dollars  (Billions)",278,"Persons  (Millions)","16.953","Percent of GDP",16.0647482014388,2502,27.3703333333333,0.253666666666667,2639.5,NA,"Tropical","Low-income","Developing","Low emissions","Large population"
"294","Barbados",2010,4.53,"U.S. dollars  (Billions)",28,"Persons  (Millions)","15.88","Percent of GDP",161.785714285714,2503,25.0605,0.317833333333333,NA,NA,"Tropical","Low-income","Developing","Low emissions","Medium population"
"295","Belarus",1990,NA,"U.S. dollars  (Billions)",NA,"Persons  (Millions)",NA,"Percent of GDP",NA,2594,7.60883333333333,0.223,NA,NA,"Cold","Low-income","Developing","Low emissions","Small population"
"296","Belarus",1991,NA,"U.S. dollars  (Billions)",NA,"Persons  (Millions)",NA,"Percent of GDP",NA,2595,6.90708333333333,0.20175,NA,NA,"Cold","Low-income","Developing","Low emissions","Small population"
"297","Belarus",1992,12.8,"U.S. dollars  (Billions)",10217,"Persons  (Millions)",NA,"Percent of GDP",1.25281393755506,2596,7.14433333333333,0.243,2741.4,8.56,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"298","Belarus",1993,11.408,"U.S. dollars  (Billions)",1024,"Persons  (Millions)","42.62","Percent of GDP",11.140625,2597,6.15016666666667,0.203416666666667,2795.8,7.27,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"299","Belarus",1994,15.687,"U.S. dollars  (Billions)",10228,"Persons  (Millions)","36.183","Percent of GDP",1.53373093468909,2598,6.41208333333333,0.193666666666667,2271.1,6.45,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"300","Belarus",1995,10.532,"U.S. dollars  (Billions)",10177,"Persons  (Millions)","25.332","Percent of GDP",1.03488257836298,2599,6.61775,0.192833333333333,2065.1,6.09,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"301","Belarus",1996,14.494,"U.S. dollars  (Billions)",10142,"Persons  (Millions)","24.017","Percent of GDP",1.42910668507198,2600,5.956,0.207666666666667,2193.6,5.92,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"302","Belarus",1997,14.091,"U.S. dollars  (Billions)",10093,"Persons  (Millions)","27.432","Percent of GDP",1.39611612008323,2601,6.70358333333333,0.218333333333333,2409.4,5.88,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"303","Belarus",1998,15.215,"U.S. dollars  (Billions)",10045,"Persons  (Millions)","27.324","Percent of GDP",1.51468392234943,2602,6.415,0.18125,1891.4,5.72,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"304","Belarus",1999,12.133,"U.S. dollars  (Billions)",10019,"Persons  (Millions)","24.326","Percent of GDP",1.21099910170676,2603,7.58691666666667,0.20275,1501.4,5.56,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"305","Belarus",2000,10.785,"U.S. dollars  (Billions)",999,"Persons  (Millions)","26.891","Percent of GDP",10.7957957957958,2604,8.0915,0.2095,1951.6,5.34,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"306","Belarus",2001,12.778,"U.S. dollars  (Billions)",9957,"Persons  (Millions)","25.035","Percent of GDP",1.28331826855479,2605,7.01583333333333,0.19275,2002.7,5.28,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"307","Belarus",2002,15.092,"U.S. dollars  (Billions)",99,"Persons  (Millions)","22.642","Percent of GDP",152.444444444444,2606,7.49141666666667,0.194083333333333,2482.3,5.28,"Cold","Lower-middle-income","Developed","Medium emissions","Large population"
"308","Belarus",2003,18.42,"U.S. dollars  (Billions)",9831,"Persons  (Millions)","24.667","Percent of GDP",1.87366493744278,2607,6.63775,0.251166666666667,2427,5.44,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"309","Belarus",2004,23.928,"U.S. dollars  (Billions)",9763,"Persons  (Millions)","28.336","Percent of GDP",2.4508859981563,2608,7.34566666666667,0.219083333333333,2992.7,5.93,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"310","Belarus",2005,31.239,"U.S. dollars  (Billions)",9697,"Persons  (Millions)","28.134","Percent of GDP",3.2215118077756,2609,6.40075,0.2035,2854.8,6.04,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"311","Belarus",2006,38.219,"U.S. dollars  (Billions)",963,"Persons  (Millions)","31.819","Percent of GDP",39.68743509865,2610,7.71208333333333,0.231416666666667,2555.1,6.35,"Cold","Lower-middle-income","Developed","Medium emissions","Large population"
"312","Belarus",2007,46.815,"U.S. dollars  (Billions)",9579,"Persons  (Millions)","33.705","Percent of GDP",4.88725336673974,2611,7.67308333333333,0.206833333333333,2888.1,6.21,"Cold","Lower-middle-income","Developing","Medium emissions","Large population"
"313","Belarus",2008,62.798,"U.S. dollars  (Billions)",9542,"Persons  (Millions)","37.223","Percent of GDP",6.58121987004821,2612,7.99891666666667,0.213916666666667,3554.6,6.54,"Cold","Upper-middle-income","Developing","Medium emissions","Large population"
"314","Belarus",2009,50.855,"U.S. dollars  (Billions)",9514,"Persons  (Millions)","36.864","Percent of GDP",5.34528063905823,2613,6.5865,0.226833333333333,3374.4,NA,"Cold","Upper-middle-income","Developing","Low emissions","Large population"
"315","Belarus",2010,57.22,"U.S. dollars  (Billions)",9496,"Persons  (Millions)","40.656","Percent of GDP",6.0256950294861,2614,8.23575,0.245583333333333,NA,NA,"Cold","Upper-middle-income","Developing","Low emissions","Large population"
"316","Belgium",1990,200.149,"U.S. dollars  (Billions)",9948,"Persons  (Millions)","25.204","Percent of GDP",20.1195215118617,2705,10.7805,0.223083333333333,NA,10.88,"Temperate","High-income","Developed","High emissions","Large population"
"317","Belgium",1991,205.369,"U.S. dollars  (Billions)",9987,"Persons  (Millions)","23.637","Percent of GDP",20.5636327225393,2706,9.655,0.188666666666667,NA,11.75,"Cold","High-income","Developed","High emissions","Large population"
"318","Belgium",1992,228.732,"U.S. dollars  (Billions)",10022,"Persons  (Millions)","23.377","Percent of GDP",22.8229894232688,2707,10.7241666666667,0.2515,NA,11.39,"Temperate","High-income","Developed","High emissions","Large population"
"319","Belgium",1993,218.72,"U.S. dollars  (Billions)",10068,"Persons  (Millions)","22.684","Percent of GDP",21.7242749304728,2708,9.89183333333333,0.212916666666667,NA,10.8,"Cold","High-income","Developed","High emissions","Large population"
"320","Belgium",1994,238.622,"U.S. dollars  (Billions)",10101,"Persons  (Millions)","22.724","Percent of GDP",23.6236016236016,2709,10.9028333333333,0.20125,NA,11.2,"Temperate","High-income","Developed","High emissions","Large population"
"321","Belgium",1995,288.301,"U.S. dollars  (Billions)",10131,"Persons  (Millions)","21.79","Percent of GDP",28.4573092488402,2710,10.5,0.206833333333333,NA,11.15,"Temperate","High-income","Developed","High emissions","Large population"
"322","Belgium",1996,279.292,"U.S. dollars  (Billions)",10143,"Persons  (Millions)","21.631","Percent of GDP",27.5354431627724,2711,8.70816666666667,0.18275,NA,11.78,"Cold","High-income","Developed","High emissions","Large population"
"323","Belgium",1997,253.022,"U.S. dollars  (Billions)",1017,"Persons  (Millions)","22.301","Percent of GDP",248.792527040315,2712,10.8968333333333,0.196416666666667,NA,11.42,"Temperate","High-income","Developed","High emissions","Large population"
"324","Belgium",1998,258.876,"U.S. dollars  (Billions)",10192,"Persons  (Millions)","22.349","Percent of GDP",25.3999215070644,2713,10.4540833333333,0.175416666666667,NA,11.68,"Temperate","High-income","Developed","High emissions","Large population"
"325","Belgium",1999,258.5,"U.S. dollars  (Billions)",10214,"Persons  (Millions)","22.689","Percent of GDP",25.3084002349716,2714,10.8005,0.194583333333333,NA,11.33,"Temperate","High-income","Developed","High emissions","Large population"
"326","Belgium",2000,236.897,"U.S. dollars  (Billions)",10239,"Persons  (Millions)","23.783","Percent of GDP",23.1367321027444,2715,11.0025,0.202,8021.3,11.29,"Temperate","High-income","Developed","High emissions","Large population"
"327","Belgium",2001,236.748,"U.S. dollars  (Billions)",10263,"Persons  (Millions)","22.634","Percent of GDP",23.0681087401345,2716,10.5883333333333,0.217083333333333,8218.1,11.16,"Temperate","High-income","Developed","High emissions","Large population"
"328","Belgium",2002,258.2,"U.S. dollars  (Billions)",1031,"Persons  (Millions)","20.748","Percent of GDP",250.436469447139,2717,10.8983333333333,0.197583333333333,8500.8,10.41,"Temperate","High-income","Developed","High emissions","Large population"
"329","Belgium",2003,318.004,"U.S. dollars  (Billions)",10356,"Persons  (Millions)","20.964","Percent of GDP",30.7072228659714,2718,10.9601666666667,0.254166666666667,8530.6,11.07,"Temperate","High-income","Developed","High emissions","Large population"
"330","Belgium",2004,369.047,"U.S. dollars  (Billions)",10396,"Persons  (Millions)","22.667","Percent of GDP",35.498941900731,2719,10.55775,0.211,9184.9,10.68,"Temperate","High-income","Developed","High emissions","Large population"
